artists,lyrics,label
Raisa, Telah lama aku bertahan Demi cinta wujudkan sebuah harapan Namun ku rasa cukup ku menunggu Semua rasa t'lah hilang  Sekarang aku tersadar Cinta yang kutunggu tak kunjung datang Apalah arti aku menunggu Bila kamu tak cinta lagi  Namun ku rasa cukup ku menunggu Semua rasa t'lah hilang  Sekarang aku tersadar Cinta yang kutunggu tak kunjung datang Apalah arti aku menunggu Bila kamu tak cinta lagi  Dahulu kaulah segalanya Dahulu hanya dirimu yang ada di hatiku Namun sekarang aku mengerti Tak perlu ku menunggu Sebuah cinta yang semu You might also like Sekarang aku tersadar Cinta yang ku tunggu tak kunjung datang Apalah arti aku menunggu Bila kamu tak cinta lagi,1
Raisa,Ku teringat walau tlah pudar suara tawamu sungguh kurindu Tanpamu.... Langit tak berbintang Tanpamu.... Hampa yang kurasa Reff: Seandainya... Jarak tiada berarti Akan kuarungi ruang dan waktu dalam sekejap saja Seandainya... Sang waktu dapat mengerti takkan ada rindu yang trus mengganggu kau akan kembali bersamaku uuuu Ku teringat walau tlah pudar suara tawamu sungguh kurindu Tanpamu.... Langit tak berbintang Tanpamu.... Hampa yang kurasa Reff: Seandainya... Jarak tiada berarti Akan kuarungi ruang dan waktu dalam sekejap saja Seandainya... Sang waktu dapat mengerti takkan ada rindu yang trus mengganggu kau akan kembali bersamaku uuuu Bridge: Ooo oooo Terbit dan tenggelamnya mentari Membawamu lebih dekat Denganmu langitku berbintang Denganmu sempurna kurasa Reff: Seandainya... Jarak tiada berarti Akan kuarungi ruang dan waktu dalam sekejap saja Seandainya... Sang waktu dapat mengerti takkan ada rindu yang trus mengganggu kau akan kembali bersamaku uuuuYou might also like,1
Ten2Five,"You did hurt my heart I don't know how many times Oh you... I don't know what to say You've made me so desperately in love And now you let me down You said you'd never lie again You said this time would be so right But then I found you were lying there by her side Ooh you... You turn my whole life so blue Drowning me so deep, I just can reach myself again Ooh you... Successfully tore myheart Now it's only pieces Oh nothing left but pieces of you Oohh oh baby Ooh you frustated me with this love I've been trying to understand You know I'm trying I'm trying Oh you... I don't know what to say You've made me so desperately in love And now you let me down You might also likeYou said you'd never lie again You said this time would be so right But then I found you were lying there by her side Ooh you... You turn my whole life so blue Drowning me so deep, I just can reach myself again Ooh you... Successfully tore myheart Now it's only pieces Oh nothing left but pieces of you Ooh you... You turn my whole life so blue Drowning me so deep, I just can reach myself again Ooh you... Successfully tore myheart Now it's only pieces Oh nothing left but pieces of you1",1
Marcell,Kulihat awan membentuk wajahmu Desah angin meniupkan namamu Tubuhku terpaku Semalam Bulan sabit melengkungkan senyummu Tabur bintang serupa kilau auramu Akupun sadari Kusegra berlari Cepat pulang Cepat kembali jangan pergi lagi Firasatku ingin kau tuk cepat pulang Cepat kembali jangan pergi lagi... Akhirnya Bagai sungai yang mendamba samudra Kutahu pasti kemana kan ku bermuara Smoga ada waktu Sayangku Kupercaya alam pun berbahasa Ada makna dibalik semua pertanda Firasat ini Rasa rindukah ataukah kedamaian Aku tak perduli Kuterus berlari Cepat pulang Cepat kembali jangan pergi lagi Firasatku ingin kau tuk cepat pulang Cepat kembali jangan pergi lagi Dan lihatlah sayang Hujan turun membasahi Seolah turun air mata Cepat pulang Cepat kembali jangan pergi lagi Firasatku ingin kau tuk cepat pulang Cepat kembali jangan pergi lagi Firasatku ingin kau tuk cepat pulang Pulang... Aku pun sadari Engkaulah firasat hatiYou might also like,1
Pamungkas,"Hmm, no  Sunday night after a rainy day I delete all your pictures I walked away from you Nights are the hardest But I'll be okay If we are meant to be Yeah, we’ll find our way But now, let it be  'Cause you know what they say If you love somebody Gotta set them free  I love you but I'm letting go I love you but I’m letting go I love you and I'm letting go I love you but I'm letting go  Little did I know love is easy But why was it so hard? It was like never enough I gave you all still you want more Can't you see? can't you see? That you want someone that I'm not Yes, I love but I can't So, I am letting you go now You might also like And baby one day When you finally found what you want And you're ready to open your heart to anyone Don’t push people away again Easier, I know But it’s also very lonely  Yeah, oh, oh  I love you but I'm letting go I love you but I’m letting go I love you and I'm letting go It is the only way, you know? oh  And from now on I will hold my own hand Until one day you'll hold My lonely hand Ooh-ooh, ooh-ooh2",1
Maudy Ayunda,Waktu dulu ku tak pernah merindu Tapi saat semuanya berubah Kau jauh dari ku pergi tinggalkanku Mungkin memang kucinta Mungkin memang kusesali Pernah tak hiraukan rasamu dulu… Aku hanya ingkari Kata hatiku saja Tapi mengapa Cinta datang terlambat Tapi saat semuanya berubah Kau jauh dari ku pergi tinggalkanku Mungkin memang kucinta Mungkin memang kusesali Pernah tak hiraukan rasamu dulu… Aku hanya ingkari Kata hatiku saja Tapi mengapa kini Cinta datang terlambat You might also likeMungkin memang kucinta Mungkin memang kusesali Pernah tak hiraukan rasamu dulu… Aku hanya ingkari Kata hatiku saja Tapi mengapa kini Cinta datang terlambat Cinta datang terlambat,1
Chrisye," Andai aku bisa Memutar kembali Waktu yang telah berjalan 'Tuk kembali bersama Di dirimu selamanya Bukan maksud aku Membawa dirimu Masuk terlalu jauh Ke dalam kisah cinta Yang tak mungkin terjadi  Dan aku tak punya hati Untuk menyakiti dirimu Dan aku tak punya hati 'tuk mencintai Dirimu yang selalu mencintai diriku Walau kau tahu diriku masih bersamanya Dan aku tak punya hati Untuk menyakiti dirimu Dan aku tak punya hati 'tuk mencintai Dirimu yang selalu mencintai diriku Walau kau tahu diriku masih bersamanya You might also like Walaupun kau tahu, kau tahu diriku Masih bersamanya",1
Afgan,Menjadikan diriku Pelampiasan cintamu Agar dia kembali padamu Tanpa perduli sakitnya aku Tega niannya caramu Menyingkirkan diriku Dari percintaan ini Agar dia kembali padamu Tanpa perduli sakitnya aku Semoga Tuhan membalas s'mua yang terjadi Kepadaku suatu saat nanti Hingga kau sadari sesungguhnya yang kau punya Hanya aku tempatmu kembali Sebagai cintamu Hanya aku tempatmu kembali Semoga Tuhan membalas s'mua yang terjadi Kepadaku suatu saat nanti Hingga kau sadari sesungguhnya yang kau punya Hanya aku tempatmu kembali Hingga kau sadari sesungguhnya yang kau punya Hanya aku oohh Sebagai cintamuYou might also like,1
Naif," Oh, betapa ku saat ini Ku benci untuk mencinta Mencintaimu  Oh, betapa ku saat ini Ku cinta untuk membenci Membencimu  Aku tak tahu apa yang terjadi Antara aku dan kau Yang kutahu pasti Ku benci untuk mencintaimu   Aku tak tahu apa yang terjadi Antara aku dan kau Yang kutahu pasti Ku benci untuk mencintaimu You might also like Dan aku tak tahu apa yang terjadi Antara aku dan aku Yang kutahu pasti Ku benci untuk mencintaimu Yang kutahu pasti Ku benci untuk mencintaimu Yang kutahu pasti Ku benci untuk Mencintaimu1",1
Mahen, Pernah aku jatuh hati Padamu sepenuh hati Hidup pun akan kuberi Apapun akan kulalui Tapi tak pernah ku bermimpi Kau tinggalkan aku pergi Tanpa tahu rasa ini Ingin rasa ku membenci  Tiba-tiba kamu datang Saat kau telah dengannya Semakin hancur hatiku  Jangan datang lagi cinta Bagaimana aku bisa lupa Padahal kau tahu keadaaannya Kau bukanlah untukku Jangan lagi rindu cinta Ku tak mau ada yang terluka Bahagiakan dia Aku tak apa Biar aku yang pura-pura lupa You might also like Tiba-tiba kamu datang Saat kau telah dengannya Semakin hancur hatiku  Jangan datang lagi cinta Bagaimana aku bisa lupa Padahal kau tahu keadaaannya Kau bukanlah untukku Jangan lagi rindu cinta Ku tak mau ada yang terluka Bahagiakan dia Aku tak apa Biar aku yang pura-pura lupa Jangan datang lagi cinta Bagaimana aku bisa lupa Padahal kau tahu keadaaannya Kau bukanlah untukku Jangan lagi rindu cinta Ku tak mau ada yang terluka Bahagiakan dia Aku tak apa Biar aku yang pura-pura lupa  Bahagiakan dia Aku tak apa Biar aku yang pura-pura lupa,1
Sheila On 7," Dan... Dan bila esok, datang kembali Seperti sedia kala dimana kau bisa bercanda Dan... Perlahan kaupun, lupakan aku Mimpi burukmu Dimana t'lah kutancapkan duri tajam Kaupun menangis, menangis sedih Maafkan aku...  Dan... Bukan maksudku, bukan inginku Melukaimu sadarkah kau di sini 'kupun terluka Melupakanmu, menepikanmu Maafkan aku  Lupakanlah saja diriku Bila itu bisa membuatmu kembali bersinar Dan berpijar seperti dulu kala Caci maki saja diriku Bila itu bisa membuatmu kembali bersinar Dan berpijar seperti dulu kala You might also like Dan... Bukan maksudku, bukan inginku Melukaimu sadarkah kau di sini 'kupun terluka Melupakanmu, menepikanmu Maafkan aku  Lupakanlah saja diriku Bila itu bisa membuatmu kembali bersinar Dan berpijar seperti dulu kala Caci maki saja diriku Bila itu bisa membuatmu kembali bersinar Dan berpijar seperti dulu kala  Lupakanlah saja diriku Bila itu bisa membuatmu kembali bersinar Dan berpijar seperti dulu kala Caci maki saja diriku Bila itu bisa membuatmu kembali bersinar Dan berpijar seperti dulu kala4",1
Sherina,Tak mau lagi aku percaya Pada semua kasih sayangmu Tak mau lagi aku tersentuh Pada semua pengakuanmu  Kamu takkan mengerti rasa sakit ini Kebohongan dari mulut manismu  Pergilah kau Pergi dari hidupku Bawalah semua rasa bersalahmu Pergilah kau Pergi dari hidupku Bawalah rahasiamu yang tak ingin kutahui  Tak mau lagi aku terjerat Pada semua janji-janjimu Tak mau lagi aku terpaut Pada semua permainanmu  Kamu takkan mengerti rasa sakit ini Kebohongan dari mulut manismu You might also like Pergilah kau Pergi dari hidupku Bawalah semua rasa bersalahmu Pergilah kau Pergi dari hidupku Bawalah rahasiamu yang tak ingin kutahui  Bertahun-tahun bersama Kupercayaimu Kubanggakan kamu Kuberikan s'galanya Aku tak mau lagi Ku tak mau lagi Woah yeah hey  Pergilah kau Pergi dari hidupku Bawalah semua rasa bersalahmu Pergilah kau Pergi dari hidupku Bawalah rahasiamu yang tak ingin kutahui  Tak ingin Kutahui Yeah Ku tahui,1
Vidi Aldiano,"Ku sadari kesalahan ini Yang membuat segalanya gelap jadinya  Ooh kasihku Kuharap kau mau memaafkan Menerima pengakuanku  Jangan kau diam lagi Ku tak sanggup menahan Bicaralah kau sayang Jiwa ini tak tenang  Cinta jangan kau pergi Tinggalkan diriku sendiri Cinta jangan kau lari Apalah arti hidup ini Tanpa cinta dan kasih sayang  Ooh kasihku Ku harap kau mau memaafkan Menerima pengakuanku You might also like Jangan kau diam lagi Ku tak sanggup menahan Bicaralah kau sayang Jiwa ini tak tenang  Cinta jangan kau pergi Tinggalkan diriku sendiri Cinta jangan kau lari Apalah arti hidup ini Tanpa cinta dan kasih sayang  Ooooh, ooooh Cinta jangan kau pergi, Tinggalkan diriku sendiri Cinta jangan kau lari Apalah arti hidup ini Tanpa cinta dan kasih sayang Tanpa cinta dan kasih sayang",1
Vierra,"Dirimu tak pernah menyadari Semua yang telah kau miliki  Kau buang aku, tinggalkan diriku Kau hancurkan aku seakan ku tak pernah ada  Aku kan bertahan Meski takkan mungkin Menerjang kisahnya Walau perih Walau perih  Salahkah aku terlalu cinta Berharap semua 'kan kembali  Kau buang aku, tinggalkan diriku Kau hancurkan aku seakan ku tak pernah ada  Aku kan bertahan Meski takkan mungkin Menerjang kisahnya Walau perih Walau perih You might also like  Aku kan bertahan Meski takkan mungkin Menerjang kisahnya walau perih Walau perih Aku kan bertahan Meski takkan mungkin Menerjang kisahnya walau perih Walau perih  Walau perih Walau perih",1
Vierra,"Di mana, kamu di mana Di sini, bukan Ke mana, kamu ke mana Ke sini, bukan Katanya pergi sebentar Ternyata lama Tahukah aku sendiri Menunggu kamu  Jangan pergi-pergi lagi Aku tak mau sendiri Temani aku 'tuk sebentar saja Agar aku tak kesepian  Katanya pergi sebentar Ternyata lama Tahukah aku sendiri Menunggu kamu  Jangan janji-janji terus Aku tak mau kau bohong Temani aku 'tuk sebentar saja Agar aku tak kesepian You might also like Jangan pergi-pergi lagi Aku tak mau sendiri Temani aku 'tuk sebentar saja Agar aku tak kesepian Jangan pergi-pergi lagi Aku tak mau sendiri Temani aku 'tuk sebentar saja Agar aku tak kesepian",1
Blackout, TAK PERNAH KULUPAKAN TAK PERNAH KU TINGGALKAN CERITA DULU BERSAMAMUU TAPI KINI KAU JAUH SEMAKIN JAUUH PERGI DAHULU TINGGALKANKUU MASIH BELUM PERCAYA ENGKAU TELAH TIADA TINGGALKAN LUKA SANGAT TERASAA Reff : WALAU KAU TELAH HILANG TAK KAN KEMBALI PULANG TAPI DISINI KAMII KAN SELALU MENDOAKAN MESKI KAU TELAH PERGI TAK MUNGKIN KEMBALI TAPI DISINI KAMI AKAN SELALU MENANTI Inter TAK AKAN KULUPAKAN TAK MUNGKIN KULUPAA SUKA DAN DUKA SAAT BERSAMAMU TAK AKAN ADA LAGI CANDA TAWA DISINI KARENA KAU TELAH PERGI TAK KAN KEMBALII Back to Reff Inter Reff 2xYou might also like,1
Melly Goeslaw,"Mencari tahu hubungan kita Apa masih atau tlah berakhir Kau menggantungkan hubungan ini Kau diamkan aku tanpa sebab Maunya apa ku harus bagaimana Kasih Sampai kapan kau gantung Cerita cintaku memberi harapan Hingga mungkin ku tak sanggup lagi Dan meninggalkan dirimu, ooh Detik-detik waktu pun terbuang Teganya kau menggantung cintaku Bicaralah biar semua pasti Kau menggantungkan hubungan ini Kau diamkan aku tanpa sebab Maunya apa ku harus bagaimana Kasih Sampai kapan kau gantung Cerita cintaku memberi harapan Hingga mungkin ku tak sanggup lagi Dan meninggalkan dirimu, ooh You might also likeTentunya hubungan cinta denganmu Membuat ku sakit Hingga mungkin ku tak sanggup lagi Dan meninggalkan dirimu, ooh",1
Dewa 19,Aku 'kan menjadi malam-malammu 'Kan menjadi mimpi-mimpimu Dan selimuti hatimu yang beku Aku 'kan menjadi bintang-bintangmu 'Kan selalu menyinarimu Dan menghapus rasa rindumu yang pilu  Aku bisa untuk menjadi apa yang kau minta Untuk menjadi apa yang kau impikan Tapi ku tak bisa menjadi dirinya  Aku 'kan menjadi embun pagimu Yang kan menyejukkan jiwamu Dan kan membasuh hatimu yang layu  Aku bisa untuk menjadi apa yang kau minta Untuk menjadi apa yang kau impikan Tapi ku tak bisa menjadi dirinya   Tinggalkan sejenak lalumu Beri sedikit waktu Kepadaku 'tuk meyakinkanmu You might also like Aku 'kan menjadi malam-malammu 'Kan menjadi mimpi-mimpimu Dan selimuti hatimu Selimuti hatimu Selimuti hatimu Selimuti hatimu Selimuti hatimu Selimuti hatimu Selimuti hatimu Selimuti hatimu,1
Last Child,"Engkau yang sedang patah hati Menangislah dan jangan ragu ungkapkan Betapa pedih hati yang tersakiti Racun yang membunuhmu secara perlahan  Engkau yang saat ini pilu Betapa menanggung beban kepedihan Tumpahkan sakit itu dalam tangismu Yang menusuk relung hati yang paling dalam  Hanya diri sendiri Yang tak mungkin orang lain akan mengerti Di sini ku temani kau dalam tangismu Bila air mata dapat cairkan hati Kan ku cabut duri pedih dalam hatimu Agar kulihat, senyum di tidurmu malam nanti Anggaplah semua ini Satu langkah dewasakan diri Dan tak terpungkiri Juga bagi...  Engkau yang hatinya terluka Di peluk nestapa tersapu derita Seiring saat keringnya air mata Tak mampu menahan pedih yang tak ada habisnya You might also like Hanya diri sendiri Yang tak mungkin orang lain akan mengerti Di sini ku temani kau dalam tangismu Bila air mata dapat cairkan hati Kan ku cabut duri pedih dalam hatimu Agar kulihat, senyum di tidurmu malam nanti Anggaplah semua ini Satu langkah dewasakan diri Dan tak terpungkiri Juga bagi..   Hanya diri sendiri Yang tak mungkin orang lain akan mengerti Di sini ku temani kau dalam tangismu Bila air mata dapat cairkan hati Kan ku cabut duri pedih dalam hatimu Agar kulihat, senyum di tidurmu malam nanti Anggaplah semua ini Satu langkah dewasakan diri Dan tak terpungkiri Juga bagi.. Engkau yang sedang patah hati..",1
Rossa,Merantai langkah perjalanan kita Berjuta cerita terukir dalam Menjadi sebuah dilema Mengertikah engkau perasaanku tak terhapuskan Malam menangis Tetes embun membasahi mata hatiku Mencoba bertahan di atas Puing-puing cinta yang telah rapuh Apa yang ku genggam tak mudah untuk aku lepaskan Aku terlanjur cinta kepadamu Dan tlah kuberikan sluruh hatiku Tapi mengapa baru kini kau pertanyakan cintaku Aku pun tak mengerti yang terjadi Apa salah dan kurangku padamu Kini terlambat sudah untuk dipersalahkan Karna skali cinta aku tetap cinta Mencoba bertahan di atas Puing-puing cinta yang telah rapuh Apa yang ku genggam tak mudah untuk aku lepaskan Aku terlanjur cinta kepadamu Dan tlah kuberikan sluruh hatiku Tapi mengapa baru kini kau pertanyakan cintaku Kini terlambat sudah untuk dipersalahkan Karna skali cinta aku tetap cintaYou might also like,1
Vidi Aldiano,"Ku sadari kesalahan ini Yang membuat segalanya gelap jadinya  Ooh kasihku Kuharap kau mau memaafkan Menerima pengakuanku  Jangan kau diam lagi Ku tak sanggup menahan Bicaralah kau sayang Jiwa ini tak tenang  Cinta jangan kau pergi Tinggalkan diriku sendiri Cinta jangan kau lari Apalah arti hidup ini Tanpa cinta dan kasih sayang  Ooh kasihku Ku harap kau mau memaafkan Menerima pengakuanku You might also like Jangan kau diam lagi Ku tak sanggup menahan Bicaralah kau sayang Jiwa ini tak tenang  Cinta jangan kau pergi Tinggalkan diriku sendiri Cinta jangan kau lari Apalah arti hidup ini Tanpa cinta dan kasih sayang  Ooooh, ooooh Cinta jangan kau pergi, Tinggalkan diriku sendiri Cinta jangan kau lari Apalah arti hidup ini Tanpa cinta dan kasih sayang Tanpa cinta dan kasih sayang",1
Drive,"Wow menegangkan, ha Kau disini, nah kesempatan Izin ku tuk visualkan Bro jangan goyang la dah tau ko aku lagi gambar Ini ibarat skillmu Karir juga attitude Ha siap juga cuk tapi tunggu Ni kenapa hasilnya akurat sih Ku melukis sampah? Oke brengsek kita buat simple coba ni ku download aplikasi tinder Paling nanti kelamin ku tak lagi original laki suruh ganti gender Wak coba lihat anak anjing Bah rilis single tiap hari Demi komen yang bocil tah kapan berhenti Kesan nya produktif dikala pandemi, kan geli Banyak flexing, mrapal fiksi Menang bising, diksi picisan pantas tak efektif Kalau cuma buat malu ya tosala genggam pensil Tak ada pernah ku takut Bukti nya sanggup konsis tuk mengunggah Ungkap lugas yang jadi gunda dalam satu undangan penuh hujatan Uuu malang nya ni anak bunda kubanting merinding sampai pundak Tada sesumbar tapi kau yang mau Lapar kan kau pauk, ini ku sulang You might also like Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Mendekam merekam barisan bedebah Melepas MK nomor tujuh belas Namaku tandai merah jingga pada bundar titik tepat tengah concentric point Periksa flowmu intip dari tabung yang masih separuh dan juga prematur Cuma garuk sajak bercak panu Tak pantas dipanut bikin malu badut Ku produk Joe, Shotgun Dre, Dom dan Upi Juga Randslam, Insthinc, Dzul pada multis Jefun, Jamesburned, Ali Matter Mos Noise dan Zwinkle dalam lirik Bangunla sendiri diksi kentut nan cepirit Rapper gaya masa kini gimmick tini wini biti Puisi semiris sipilis saji tai diatas piring Bawa cermin didepanmu berkacalah pada diri Tak baik Nartok Ya itukan dosa menghujat didepan muka bagusan sudahi Bisa sombong, padahal kemampuan sebesar kuman Hah ludahi, lah kok nangis Aku tak peduli minta ampun tadi Saat yang kemarin bajuku kau tarik Sayang nya sekarang berakimu via daring Aslinya ku orang yang santai Tapi kan hmm bila seandai Kalian ragu untuk menyampaikan Cemooh jelasku pandai gampang la bila hanya menyantap Sampai kau termenung meratapi Nasib yang tidak berada di proses yang lama tlah ku jalani Mustahil jiplak kubuat pola bara Headphone mu memanas sangkakala bersaut Sudah sampai sini ku ucap selamat kau silaturahmi dengan ujung pisau  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive Bercermin ku pada pisau Its dao, buat tlinga bengkok macam pisang Yatau, kau sekarang sdang pantau Ku toreh luka sayat dalam kisah Zidan, pisahkan pun dari mreka yang mau ambil jalan pintas Risau kan ku jaga ni tetap panas ha srupa dalam kotak pizza Silah kritik kau kira peduli juga tak ada guna kau mau hitungan Tak pernah kulihat, dia siapa yang menang Tapi di kenyataan dengan promo yang minim Ku fokus dilirik, gimmick perlu tapi hanya sedikit Upload satu tak buat timeline penuh, itu siapa? Ya itu kalian, dopamin jadikan candu  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive 1",1
Armada,"Yang, kemarin ku melihatmu Kau bertemu dengannya Ku rasa sekarang kau masih Memikirkan tentang dia  Apa kurangnya aku di dalam hidupmu Hingga kau curangi aku  Katakanlah sekarang Bahwa kau tak bahagia Aku punya ragamu Tapi tidak hatimu Kau tak perlu berbohong Kau masih menginginkannya Ku rela kau dengannya Asalkan kau bahagia  Yang ku rasa sekarang kau masih Memikirkan tentang dia  Apa kurangnya aku di dalam hidupmu Hingga kau curangi aku You might also like Katakanlah sekarang Bahwa kau tak bahagia Aku punya ragamu Tapi tidak hatimu Kau tak perlu berbohong Kau masih menginginkannya Ku rela kau dengannya Asalkan kau bahagia   Katakanlah sekarang Bahwa kau tak bahagia Aku punya ragamu Tapi tidak hatimu Kau tak perlu berbohong Kau masih menginginkannya Ku rela kau dengannya Asalkan kau bahagia  Asalkan kau bahagia",1
Armada,"Aku terluka tak bisa dapatkan kau sepenuhnya Aku terluka melihat kau bermesraan dengannya Ku tak bahagia melihat kau bahagia Harusnya aku yang di sana, dampingimu dan bukan dia Harusnya aku yang kau cinta dan bukan dia Harusnya kau tahu bahwa cintaku lebih darinya Harusnya yang kau pilih bukan dia Ku tak bahagia melihat kau bahagia dengannya Aku terluka tak bisa dapatkan kau sepenuhnya Aku terluka melihat kau bermesraan dengannya Ku tak bahagia melihat kau bahagia Harusnya aku yang di sana, dampingimu dan bukan dia Harusnya aku yang kau cinta dan bukan dia Harusnya kau tahu bahwa cintaku lebih darinya Harusnya yang kau pilih bukan dia Ooooh harusnya aku yang di sana, dampingimu dan bukan dia Harusnya aku yang kau cinta dan bukan dia Harusnya kau tahu bahwa cintaku lebih darinya Harusnya yang kau pilih bukan diaYou might also like",1
Drive,"Menutup Hari Yang Lelah Dimanakah Engkau Berada? Aku Tak Tahu Dimana? Pernah Kita Lalui Semua Jerit, Tangis, Canda, Tawa Kini, Hanya Untaian Kata Hanya Itulah Yang Aku Punya Tidurlah, Selamat Malam Lupakan Sajalah Aku Mimpilah Dalam Tidurmu Bersama Bintang Sesungguhnya, Aku Tak Bisa Jalani Waktu Tanpamu Perpisahan Bukanlah Duka Meski Harus Menyisakan Luka Tidurlah, Selamat Malam Lupakan Sajalah Aku Mimpilah Dalam Tidurmu Bersama Bintang Tidurlah, Selamat Malam Lupakan Sajalah Aku Mimpilah Dalam Tidurmu Bersama Bintang Lupakan Diriku Lupakan Aku Mimpilah Dalam Tidurmu Bersama BintangYou might also like",1
Kotak,Tik... tik... tik... Waktu bergetik Tak mungkin bisa ku hentikan Maumu jadi mauku Pahitpun itu ku tersenyum  Kamu tak tahu Rasanya hatiku Saat berhadapan kamu  Tik... tik... tik... Air mataku Biar terjatuh dalam hati Mauku tak penting lagi Biar ku buat bahagiamu  Kamu tak tahu Rasanya hatiku Saat berhadapan kamu Kamu tak bisa Bayangkan rasanya jadi diriku Yang masih cinta You might also like Ooh... aah...  Kamu tak tahu Hancurnya hatiku Saat berhadapan kamu Kamu tak bisa Bayangkan rasanya jadi diriku Yang masih cinta  Oooh... oooh... oooh...,1
Kerispatih,"Ku tak ingin kau semakin kan terluka Tak ingin ku paksakan cinta ini Meski tiada sanggup untuk kau terima Aku memang manusia paling berdosa Khianati rasa demi keinginan semu Lebih baik jangan mencintai aku dan semua hatiku Karena takkan pernah kau temui, cinta sejati Berakhirlah sudah semua kisah ini Dan jangan kau tangisi lagi Sekalipun aku takkan pernah mencoba kembali padamu Sejuta kata maaf terasa kan percuma Sebab rasa ku tlah mati untuk menyadarinya  Semoga saja kan kau dapati Hati yg tulus mencintaimu Tapi bukan aku Berakhirlah sudah semua kisah ini Dan jangan kau tangisi lagi Sekalipun aku takkan pernah mencoba kembali padamu Sejuta kata maaf terasa kan percuma Sebab rasa ku tlah mati untuk menyadarinya You might also likeBerakhirlah sudah semua kisah ini Dan jangan kau tangisi lagi Sekalipun aku takkan pernah mencoba kembali padamu Sejuta kata maaf terasa kan percuma Sebab rasa ku tlah mati untuk menyadarinya Sebab rasa ku tlah mati untuk menyadarinya",1
Geisha,"Terlampau sering Kau buang air mataku Tak pernah kau tahu Dalamnya rasa cintaku  Tak banyak inginku jangan kau ulangi Menyakiti aku sesuka kelakuanmu Ku bukan manusia yang tidak berpikir Berulang kali kau lakukan itu padaku  Jika cinta dia, jujurlah padaku Tinggalkan aku di sini tanpa senyumanmu Jika cinta dia, kucoba mengerti  Teramat sering Ku membuat patah hatiku  Kau datang padanya tak pernah kutahu Kau tinggalkan aku di saat ku butuhkanmu Cinta tak begini, selama kutahu Tetapi ku lemah karena cintaku padamu You might also like Jika cinta dia, jujurlah padaku Tinggalkan aku di sini tanpa senyumanmu Jika cinta dia, kucoba mengerti Mungkin kau bukan cinta sejati di hidupku   Jika cinta dia, jujurlah padaku Tinggalkan aku disini tanpa senyumanmu Jika cinta dia, ku coba mengerti Mungkin kau bukan cinta sejati di hidupku Jika cinta dia, ku coba mengerti  Jika cinta dia, ku coba mengerti Mungkin kau bukan cinta sejati di hidupku",1
The Virgin,"Teringat kembali bila pertama dengar hiphop Selalu dengar Outkast, Eminem, a great bop Terus lock, aku in love with this genre Everytime aku dengar, aku terus leka Everything was great in here Dari cara menyampaikan, flow dan cerita Oh, jangan lupa rap battle berlawan ayat Tempat emcee bersaing sepanjang hayat Kadang kadang ada jugak yang suka rap spontan Dipanggil freestyle, kalau terlanjur takboleh gostan Kau terasa? Chill bro, tak payahlah kepoh Kalau kau hati tisu, pergi dengar Aiman Tino Hip-hop not just a genre, its a culture Bersaing sihat, communiti bercolour Tak perlukan litar, dalam hiphop banyak race Hip-hop slow and steady, tak perlu nak chase  I'm in love with hip-hop That why i'm always keep up We ain't going to be flop Even we ain't aim the top You might also like Dah setahun dan kita masih bersama Mungkin ini suratan tertulis di atas nama Takda sapa paksa bagi sebarang tekanan Tekankan pada diri sentiasa beri kebenaran Penerangan guru aku ucap terima kasih Dalam lagu aku sampaikan salam hormat Selalu berlatih tanpa letih buat sebutan fasih Mula dari bawah walau banyak jalan shortcut Drop bar hari2 tak pernah lekang Mulut bebas beritma pantang ada masa senang Aku sayang, aku suka sebab tu terus buat Ghairah mengarang buli otak supaya kuat Tak cuba tapi aku lakukan Tapi maaf kalau aku tak cuba laku kan Aku hanya pencinta seni ini dalam diam Harap kekal selamanya terpahat minda  Im in love with hip-hop That why i'm always keep up We ain't going to be flop Even we ain't aim the top Once upon a time, ni aku punya cerita Dia punca hidup ku makin ceria Aku dengan hiphop, mungkin dah sebati Mungkin jugak jodoh , sehidup dan semati Conquer 4 element, dan hidup berpoligami Dia mintak cerai, nafkah batin lu tak kasi Takyah nak getback, dah takyah nak rujuk Dah lafaz talak , lepastu? Nak pujuk? Hiphop ditinggalkan, aku yang datang lamar Tetap rasa cinta, walau rasa samar samar Feel.... Cinta kami, macam oxygen Dia dengan aku? Memang tight serupa virgin Selalu fuck verse? Maaf kalau tercurang? Banyak peluang, tapi tetap lagi berulang Still in love with u, hanya aku seorang Still in love with u, hanya kamu seorang  Im in love with hip-hop That why i'm always keep up We ain't going to be flop Even we ain't aim the top",1
